Principio Attivo,Descrizione Gruppo Equivalenza,Denominazione e Confezione,Prezzo al pubblico €,Prezzo Ex-factory €,Prezzo massimo di cessione €,Ditta,"Codice 
AIC",Codice Gruppo Equivalenza,Metri cubi ossigeno 
Propofol,PROPOFOL 1.000MG 100ML 10 UNITA' USO PARENTERALE,PROPOFOL*10 flaconcini EV 100 ml 1%,222 83,135 01,-,B.BRAUN MILANO SpA,035911054,BIM,
Propofol,PROPOFOL 500MG 50ML 10 UNITA' USO PARENTERALE,PROPOFOL*10 flaconcini EV 50 ml 1%,114 35,69 28,-,B.BRAUN MILANO SpA,035911041,BIR,
Propofol,PROPOFOL 200MG 20ML 5 UNITA' USO PARENTERALE,PROPOFOL*5 fiale 200 mg 20 ml,26 10,15 81,-,I.B.I.GIOVANNI LORENZINI SpA,034407027,BIP,
Propofol,PROPOFOL 200MG 20ML 5 UNITA' USO PARENTERALE,PROPOFOL*5 fiale EV 20 ml 1%,23 48,14 23,-,B.BRAUN MILANO SpA,035911015,BIP,
Alprostadil,ALPROSTADIL 20MCG 1 UNITA' USO PARENTERALE,PROSTAVASIN*1 fiala EV EA 20 mcg,14 44,6 56,-,UCB PHARMA SpA,027584010,ADH,
Alprostadil,ALPROSTADIL 60MCG 1 UNITA' USO PARENTERALE,PROSTAVASIN*1 fiala EV EA 60 mcg,31 97,19 37,-,UCB PHARMA SpA,027584046,ADJ,
Alprostadil,ALPROSTADIL 500MCG 1ML 1 UNITA' USO PARENTERALE,PROSTIN VR*1 fiala EV 500 mcg 1 ml,66 97,30 44,-,PFIZER ITALIA Srl,026381020,ADI,
Samario 153Sm Lexidronam Pentasodico,SAMARIO 153SM LEXIDRONAM 1 3GBQ/ML 1 UNITA' USO PARENTERALE,QUADRAMET*1 fiala EV 1 3 gbq/ml,-,411 81,-,CIS BIO SpA,033111016,BJU,
Capsaicina,CAPSAICINA 179MG 1 CEROTTO USO CUTANEO,QUTENZA*1 cerotto cutaneo 179 mg + 1 gel detergente,430 77,261 00,-,ASTELLAS PHARMA SpA,040111015,AGT,
Infliximab,INFLIXIMAB 100MG 2ML 1 UNITA' USO PARENTERALE,REMICADE*1 fiala EV 100 mg + 1 fiala 2 ml,850 02,515 04,-,MSD ITALIA Srl,034528012,AVY,
Treprostinil,TREPROSTINIL 20MG 20ML 1 UNITA' USO PARENTERALE,REMODULIN*1 flaconcino SC 20 ml 1 mg/ml,4.617 45,2.797 75,-,UNITED THERAPEUTICS EUROPE Ltd,037057015,BNW,
Treprostinil,TREPROSTINIL 200MG 20ML 1 UNITA' USO PARENTERALE,REMODULIN*1 flaconcino SC 20 ml 10 mg/ml,46.174 40,27.977 50,-,UNITED THERAPEUTICS EUROPE Ltd,037057041,BNV,
Treprostinil,TREPROSTINIL 50MG 20ML 1 UNITA' USO PARENTERALE,REMODULIN*1 flaconcino SC 20 ml 2 5 mg/ml,11.543 60,6.994 38,-,UNITED THERAPEUTICS EUROPE Ltd,037057027,BNX,
Treprostinil,TREPROSTINIL 100MG 20ML 1 UNITA' USO PARENTERALE,REMODULIN*1 flaconcino SC 20 ml 5 mg/ml,23.087 20,13.988 75,-,UNITED THERAPEUTICS EUROPE Ltd,037057039,BNU,
Catumaxomab,CATUMAXOMAB 10MCG 0 1ML 1 UNITA' USO PARENTERALE,REMOVAB*1 siringa EV 10 mcg 0 1 ml 0 1 mg/ml + 1 cannula,744 74,451 25,-,NEOVII BIOTECH GMBH,039223019,AHG,
Catumaxomab,CATUMAXOMAB 50MCG 0 5ML 1 UNITA' USO PARENTERALE,REMOVAB*1 siringa EV 50 mcg 0 5 ml 0 1 mg/ml + 1 cannula,3.723 72,2.256 25,-,NEOVII BIOTECH GMBH,039223021,AHH,
Infliximab,INFLIXIMAB 100MG 2ML 1 UNITA' USO PARENTERALE,REMSIMA*1 flaconcino polv EV 100 mg,637 52,386 28,-,MUNDIPHARMA PHARMACEUTIC.Srl,042942019,AVY,
Abciximab,ABCIXIMAB 10MG 5ML 1 UNITA' USO PARENTERALE,REOPRO*1 fiala EV 10 mg 5 ml,509 94,231 79,-,ELI LILLY ITALIA SpA,031849019,AAG,
Piperacillina/tazobactam,PIPERACILLINA+TAZOBACTAM 4+0 5G 1 UNITA' USO PARENTERALE,REPITA*1 flacone EV 4 g + 500 mg,13 82,8 38,-,FIDIA FARMACEUTICI SpA,037511021,BHZ,
Agalsidasi Alfa,AGALSIDASI ALFA 3 5MG 3 5ML 1 UNITA' USO PARENTERALE,REPLAGAL*1 flacone EV 1 mg/ml 3 5 ml,2.539 69,1.538 84,-,SHIRE ITALIA SpA,035373012,ACO,
Somatostatina,SOMATOSTATINA 3MG 1 UNITA' USO PARENTERALE,RESURMIDE*1 fiala EV 3 mg,140 96,64 08,-,I.B.I.GIOVANNI LORENZINI SpA,029026010,BKY,
Epoetina Zeta,EPOETINA ZETA 1.000UI 6 UNITA' USO PARENTERALE,RETACRIT*6 siringhe 1.000 UI 0 3 ml,84 37,51 12,-,HOSPIRA ITALIA Srl,038381024,AOC,
Epoetina Zeta,EPOETINA ZETA 10.000UI 6 UNITA' USO PARENTERALE,RETACRIT*6 siringhe 10.000 UI 1 ml,843 47,511 07,-,HOSPIRA ITALIA Srl,038381164,AOD,
Epoetina Zeta,EPOETINA ZETA 2.000UI 6 UNITA' USO PARENTERALE,RETACRIT*6 siringhe 2.000 UI 0 6 ml,168 85,102 31,-,HOSPIRA ITALIA Srl,038381048,AOE,
Epoetina Zeta,EPOETINA ZETA 3.000UI 6 UNITA' USO PARENTERALE,RETACRIT*6 siringhe 3.000 UI 0 9 ml,252 92,153 24,-,HOSPIRA ITALIA Srl,038381063,AOF,
Epoetina Zeta,EPOETINA ZETA 4.000UI 6 UNITA' USO PARENTERALE,RETACRIT*6 siringhe 4.000 UI 0 4 ml,337 37,204 42,-,HOSPIRA ITALIA Srl,038381087,AOG,
Epoetina Zeta,EPOETINA ZETA 5.000UI 6 UNITA' USO PARENTERALE,RETACRIT*6 siringhe 5.000 UI 0 5 ml,421 65,255 48,-,HOSPIRA ITALIA Srl,038381101,AOH,
Epoetina Zeta,EPOETINA ZETA 6.000UI 6 UNITA' USO PARENTERALE,RETACRIT*6 siringhe 6.000 UI 0 6 ml,505 84,306 49,-,HOSPIRA ITALIA Srl,038381125,AOI,
Epoetina Zeta,EPOETINA ZETA 8.000UI 6 UNITA' USO PARENTERALE,RETACRIT*6 siringhe 8.000 UI 0 8 ml,674 65,408 78,-,HOSPIRA ITALIA Srl,038381149,AOJ,
Zidovudina,ZIDOVUDINA 100MG/10ML 200ML SOLUZIONE USO ORALE,RETROVIR*1 flacone 200 ml 100 mg/10 ml sciroppo,36 45,22 09,-,VIIV HEALTHCARE Srl,026697058,BQF,
Zidovudina,ZIDOVUDINA 100MG 100 UNITA' USO ORALE,RETROVIR*100 cps 100 mg,157 87,95 66,-,VIIV HEALTHCARE Srl,026697146,BQE,
Zidovudina,ZIDOVUDINA 250MG 40 UNITA' USO ORALE,RETROVIR*40 cps 250 mg,144 13,87 33,-,VIIV HEALTHCARE Srl,026697159,UZC,
Zidovudina,ZIDOVUDINA 200MG 5 UNITA' USO PARENTERALE,RETROVIR*5 fiale EV 200 mg 20 ml,78 64,47 65,-,VIIV HEALTHCARE Srl,026697072,TFA,
Zidovudina,ZIDOVUDINA 250MG 60 UNITA' USO ORALE,RETROVIR*60 cps 250 mg,240 24,145 57,-,VIIV HEALTHCARE Srl,026697110,BQG,
Sildenafil,SILDENAFIL 16MG 20ML 1 UNITA' USO PARENTERALE,REVATIO*1 flaconcino EV 20 ml 0 8 mg/ml,77 89,47 20,-,PFIZER ITALIA Srl,036982027,BJY,
Lenalidomide,LENALIDOMIDE 10MG 21 UNITA' USO ORALE,REVLIMID*21 cps 10 mg,8.320 33,5.041 37,-,CELGENE Srl,038016022,BCN,
Lenalidomide,LENALIDOMIDE 15MG 21 UNITA' USO ORALE,REVLIMID*21 cps 15 mg,8.758 25,5.306 70,-,CELGENE Srl,038016034,BCO,
Lenalidomide,LENALIDOMIDE 2 5MG 21 UNITA' USO ORALE,REVLIMID*21 cps 2 5 mg,8.384 03,5.080 00,-,CELGENE Srl,038016059,HNZ,
Lenalidomide,LENALIDOMIDE 25MG 21 UNITA' USO ORALE,REVLIMID*21 cps 25 mg,9.602 79,5.818 42,-,CELGENE Srl,038016046,BCP,
Lenalidomide,LENALIDOMIDE 5MG 21 UNITA' USO ORALE,REVLIMID*21 cps 5 mg,7.882 42,4.776 03,-,CELGENE Srl,038016010,BCQ,
Eltrombopag,ELTROMBOPAG 25MG 28 UNITA' USO ORALE,REVOLADE*28 cpr riv 25 mg,1.885 38,1.142 38,-,NOVARTIS FARMA SpA,039827023,AMO,
Eltrombopag,ELTROMBOPAG 50MG 28 UNITA' USO ORALE,REVOLADE*28 cpr riv 50 mg,3.770 75,2.284 75,-,NOVARTIS FARMA SpA,039827050,AMP,
Atazanavir,ATAZANAVIR 300MG 30 UNITA' USO ORALE,REYATAZ*30 cps 300 mg flacone,580 91,351 98,-,BRISTOL-MYERS SQUIBB Srl,036196083,AEU,
Atazanavir,ATAZANAVIR 150MG 60 UNITA' USO ORALE,REYATAZ*60 cps 150 mg,580 91,351 98,-,BRISTOL-MYERS SQUIBB Srl,036196057,AES,
Atazanavir,ATAZANAVIR 200MG 60 UNITA' USO ORALE,REYATAZ*60 cps 200 mg,755 16,457 57,-,BRISTOL-MYERS SQUIBB Srl,036196069,AET,
Propofol,PROPOFOL 1.000MG 100ML 1 UNITA' USO PARENTERALE,RIPOL*1 flaconcino EV 100 ml 10 mg/ml,24 35,14 75,-,CORDEN PHARMA SpA,041732049,BIL,
Propofol,PROPOFOL 500MG 50ML 1 UNITA' USO PARENTERALE,RIPOL*1 flaconcino EV 50 ml 10 mg/ml,12 55,7 61,-,CORDEN PHARMA SpA,041732037,BIQ,
Propofol,PROPOFOL 1.000MG 50ML 1 UNITA' USO PARENTERALE,RIPOL*1 flaconcino EV 50 ml 20 mg/ml,21 09,12 78,-,CORDEN PHARMA SpA,041732052,BIN,
Propofol,PROPOFOL 200MG 20ML 5 UNITA' USO PARENTERALE,RIPOL*5 fiale EV 20 ml 10 mg/ml,26 10,15 81,-,CORDEN PHARMA SpA,041732013,BIP,
Propofol,PROPOFOL 200MG 20ML 5 UNITA' USO PARENTERALE,RIPOL*5 flaconcini EV 20 ml 10 mg/ml,26 10,15 81,-,CORDEN PHARMA SpA,041732025,BIP,
Risperidone,RISPERIDONE 25MG 2ML 1 UNITA' USO PARENTERALE,RISPERDAL*1 fiala IM 25 mg + 1 siringa 2 ml rilascio prolungato,157 41,95 38,-,JANSSEN CILAG SpA,028752172,BJF,
Risperidone,RISPERIDONE 37 5MG 2ML 1 UNITA' USO PARENTERALE,RISPERDAL*1 fiala IM 37 5 mg + 1 siringa 2 ml rilascio prolungato,203 11,123 06,-,JANSSEN CILAG SpA,028752184,BJG,
Risperidone,RISPERIDONE 50MG 2ML 1 UNITA' USO PARENTERALE,RISPERDAL*1 fiala IM 50 mg + 1 siringa 2 ml rilascio prolungato,253 88,153 83,-,JANSSEN CILAG SpA,028752196,BJH,
Tocilizumab,TOCILIZUMAB 200MG 10ML 1 UNITA' USO PARENTERALE,ROACTEMRA*1 flaconcino EV 10 ml 20 mg/ml,615 81,373 12,-,ROCHE SpA,038937037,BMQ,
Tocilizumab,TOCILIZUMAB 400MG 20ML 1 UNITA' USO PARENTERALE,ROACTEMRA*1 flaconcino EV 20 ml 20 mg/ml,1.231 61,746 24,-,ROCHE SpA,038937052,BMS,
Tocilizumab,TOCILIZUMAB 80MG 4ML 1 UNITA' USO PARENTERALE,ROACTEMRA*1 flaconcino EV 4 ml 20 mg/ml,246 32,149 25,-,ROCHE SpA,038937013,BMU,
Tocilizumab,TOCILIZUMAB 162MG 0 9ML 4 UNITA' USO PARENTERALE,ROACTEMRA*4 siringhe SC 162 mg 0 9 ml,1.723 30,1.044 17,-,ROCHE SpA,038937088,IZC,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE EV,ROCEFIN*1 flaconcino EV 1 g + 1 fiala solv 10 ml,9 92,4 51,-,ROCHE SpA,025202096,AHU,
Ceftriaxone,CEFTRIAXONE 2.000MG 1 UNITA' USO PARENTERALE EV,ROCEFIN*1 flaconcino EV 2 g,19 94,9 06,-,ROCHE SpA,025202108,AHW,
Rocuronio,ROCURONIO 100MG 10ML 10 UNITA' USO PARENTERALE,ROCURONIO KABI*iniet 10 flaconcini 100 mg 10 ml,112 31,68 05,-,FRESENIUS KABI ITALIA Srl,038603066,BJN,
Rocuronio,ROCURONIO 50MG 5ML 10 UNITA' USO PARENTERALE,ROCURONIO*10 flaconi EV 50 mg 5 ml,54 58,33 07,-,B.BRAUN MILANO SpA,039052028,BJO,
Tolvaptan,TOLVAPTAN 15MG 10 UNITA' USO ORALE,SAMSCA*10 cpr 15 mg,1.161 79,703 95,-,OTSUKA PHARMACEUTIC.ITALY Srl,039551015,TAF,
Tolvaptan,TOLVAPTAN 30MG 10 UNITA' USO ORALE,SAMSCA*10 cpr 30 mg,1.161 79,703 95,-,OTSUKA PHARMACEUTIC.ITALY Srl,039551039,TAG,
Delta-9-Tetraidrocannabinolo/Cannabidiolo,DELTA-9-TETRAIDROCANNABINOLO+CANNABIDIOLO 2 7+2 5MG 270 UNITA' USO ORALE,SATIVEX*3 flaconi spray mucosa orale 90 dosi 10 ml,655 38,397 10,-,ALMIRALL SpA,040548113,UVA,
Iopamidolo,IOPAMIDOLO 30.000MG IODIO 100ML 10 UNITA' USO PARENTERALE,SCANLUX*10 flaconi 100 ml 300 mg/ml,425 35,257 75,-,SANOCHEMIA PHARMAZEUTIKA AG,037103088,AZE,
Iopamidolo,IOPAMIDOLO 37.000MG IODIO 100ML 10 UNITA' USO PARENTERALE,SCANLUX*10 flaconi 100 ml 370 mg/ml,443 58,268 76,-,SANOCHEMIA PHARMAZEUTIKA AG,037103316,AZG,
Iopamidolo,IOPAMIDOLO 60.000MG IODIO 200ML 10 UNITA' USO PARENTERALE,SCANLUX*10 flaconi 200 ml 300 mg/ml,850 70,515 42,-,SANOCHEMIA PHARMAZEUTIKA AG,037103102,AZN,
Iopamidolo,IOPAMIDOLO 74.000MG IODIO 200ML 10 UNITA' USO PARENTERALE,SCANLUX*10 flaconi 200 ml 370 mg/ml,887 34,537 62,-,SANOCHEMIA PHARMAZEUTIKA AG,037103342,AZX,
Iopamidolo,IOPAMIDOLO 15.000MG IODIO 50ML 10 UNITA' USO PARENTERALE,SCANLUX*10 flaconi 50 ml 300 mg/ml,212 63,128 88,-,SANOCHEMIA PHARMAZEUTIKA AG,037103013,AYP,
Iopamidolo,IOPAMIDOLO 18.500MG IODIO 50ML 10 UNITA' USO PARENTERALE,SCANLUX*10 flaconi 50 ml 370 mg/ml,221 93,134 47,-,SANOCHEMIA PHARMAZEUTIKA AG,037103254,AYS,
Besilesomab,BESILESOMAB 1MG 1 UNITA' USO PARENTERALE,SCINTIMUN*1 flaconcino polv EV 1 mg kit 1 flaconcino + 1 flaconcino,551 11,333 93,-,CIS BIO INTERNATIONAL,040281014,AGD,
Besilesomab,BESILESOMAB 1MG 2 UNITA' USO PARENTERALE,SCINTIMUN*1 flaconcino polv EV 1 mg kit 2 flaconcini + 2 flaconcini,923 49,559 55,-,CIS BIO INTERNATIONAL,040281026,AGE,
Metoprololo,METOPROLOLO 5MG 5ML 5 UNITA' USO PARENTERALE,SELOKEN*5 fiale EV 5 mg 5 ml,5 16,2 35,-,ASTRAZENECA SpA,023616055,BDX,
Aloperidolo,ALOPERIDOLO 10MG 20 UNITA' USO ORALE,SERENASE*20 cpr 10 mg,4 80,2 18,-,IST.LUSOFARMACO D'ITALIA SpA,016805057,ADG,
Citalopram,CITALOPRAM 40MG 1ML 10 UNITA' USO PARENTERALE,SEROPRAM*10 fiale EV 40 mg/ml 1 ml,86 21,39 19,-,LUNDBECK ITALIA SpA,028759052,AIX,
Sevoflurano,SEVOFLURANO 100% 250ML 1 UNITA' USO INALATORIO,SEVOFLURANE*1 flacone 250 ml 100%,145 10,87 92,-,PIRAMAL HEALTHCARE UK LIMITED,041479015,BJW,
Sevoflurano,SEVOFLURANO 100% 250ML 6 UNITA' USO INALATORIO,SEVOFLURANE*6 flaconi 250 ml 100%,870 65,527 53,-,BAXTER SpA,037141013,BJX,
Sevoflurano,SEVOFLURANO 100% 250ML 1 UNITA' USO INALATORIO,SEVORANE*1 flacone 250 ml gas inal quik,251 20,114 18,-,ABBVIE Srl,031841036,BJW,
Benzilpenicillina benzatinica,BENZILPENICILLINA BENZATINICA 1.200.000UI 50 UNITA' USO PARENTERALE,SIGMACILLINA*50 flaconcini 1.200.000 UI polv,76 29,34 68,-,BIOPHARMA Srl,033120054,AGC,
Golimumab,GOLIMUMAB 100MG 1ML 1 UNITA' USO PARENTERALE,SIMPONI*1 penna SC 100 mg 1 ml,1.723 33,1.044 19,-,MSD ITALIA Srl,039541053,CPV,
Golimumab,GOLIMUMAB 50MG 0 5ML 1 UNITA' USO PARENTERALE,SIMPONI*1 penna SC 50 mg 0 5 ml,1.723 33,1.044 19,-,MSD ITALIA Srl,039541014,ATQ,
Golimumab,GOLIMUMAB 100MG 1ML 1 UNITA' USO PARENTERALE,SIMPONI*1 siringa pre riempita SC 100 mg 1 ml,1.723 33,1.044 19,-,MSD ITALIA Srl,039541077,CPV,
Golimumab,GOLIMUMAB 50MG 0 5ML 1 UNITA' USO PARENTERALE,SIMPONI*1 siringa SC 50 mg 0 5 ml,1.723 33,1.044 19,-,MSD ITALIA Srl,039541038,ATQ,
Basiliximab,BASILIXIMAB 20MG 5ML 1 UNITA' USO PARENTERALE,SIMULECT*1 fiala EV 20 mg + 1 fiala solv 5 ml,1.515 43,918 22,-,NOVARTIS FARMA SpA,034232013,AFR,
Ceftriaxone,CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE EV,SIRTAP*1 fiala EV 1 g + 1 fiala solv 10 ml,7 44,4 50,-,SO.SE.PHARM Srl,035815036,AHU,
Ceftriaxone,CEFTRIAXONE 2.000MG 1 UNITA' USO PARENTERALE EV,SIRTAP*1 fiala EV 2 g,14 95,9 06,-,SO.SE.PHARM Srl,035815048,AHW,
Bedaquilina,BEDAQUILINA 100MG 188 UNITA' USO ORALE,SIRTURO*188 cpr 100 mg flacone,33.109 50,20.061 50,-,JANSSEN CILAG SpA,043332016,HAJ,
Sodio cloruro,SODIO CLORURO 0 9% 500ML 20 UNITA' USO PARENTERALE,SODIO CLORURO*20 flaconi EV 500 ml 0 9%,27 21,16 49,-,GALENICA SENESE Srl,029874512,BJZ,
Sodio fosfato monobasico/sodio fosfato bibasico,SODIO FOSFATO MONOBASICO+SODIO FOSFATO BIBASICO 16+6% 120ML 25 UNITA' USO RETTALE,SODIO FOSFATO*25 flaconi 120 ml soluz rett,45 13,20 51,-,NEW.FA.DEM. Srl,031052020,BKO,
Acido levofolinico,ACIDO LEVOFOLINICO 50MG 1ML 1 UNITA' USO PARENTERALE,SODIO LEVOFOLINATO*1 flaconcino 1 ml 50 mg/ml,6 10,3 71,-,MEDAC PHARMA Srl,042013019,ABO,
Acido levofolinico,ACIDO LEVOFOLINICO 200MG 4ML 1 UNITA' USO PARENTERALE,SODIO LEVOFOLINATO*1 flaconcino 4 ml 50 mg/ml,26 73,16 20,-,MEDAC PHARMA Srl,042013021,ABM,
Acido levofolinico,ACIDO LEVOFOLINICO 450MG 9ML 1 UNITA' USO PARENTERALE,SODIO LEVOFOLINATO*1 flaconcino 9 ml 50 mg/ml,60 15,36 44,-,MEDAC PHARMA Srl,042013033,ABN,
Sulfadiazina argentica,SULFADIAZINA ARGENTICA 1% 180G CREMA USO DERMATOLOGICO,SOFARGEN*crema derm 180 g 1%,14 53,6 59,-,SOFAR SpA,025561046,BLN,
Sulfadiazina argentica,SULFADIAZINA ARGENTICA 1% 600G CREMA USO DERMATOLOGICO,SOFARGEN*crema derm 600 g 1%,48 42,22 01,-,SOFAR SpA,025561061,BLO,
Eculizumab,ECULIZUMAB 300MG 30ML 1 UNITA' USO PARENTERALE,SOLIRIS*1 flaconcino EV 300 mg 30 ml,6.851 69,4.151 50,-,ALEXION PHARMA ITALY,038083010,AMG,
Tiamina mononitrato/riboflavina/sodio fosfato/nicotinamide/piridossina cloridrato/acido pantotenico/acido ascorbico/biotina/acido folico/cianocobalamina,TIAMINA+RIBOFLAV.+SODIO FOSF.+NICOTINAM.+PIRIDOSS.+AC.PANTOTEN.+AC.ASCORB.+BIOTINA+AC.FOLICO+CIANOCOBAL.10ML 10 UNITA',"SOLUVIT*""AD"" 10 flaconcini EV 10 ml",50 81,23 09,-,FRESENIUS KABI ITALIA Srl,027984018,BMJ,
Somatostatina,SOMATOSTATINA 3MG 2ML 1 UNITA' USO PARENTERALE,SOMATOSTATINA*1 fiala EV 3 mg + 1 fiala solv,79 29,48 04,-,HOSPIRA ITALIA Srl,037365018,BKZ,
Somatostatina,SOMATOSTATINA 1MG 2ML 3 UNITA' USO PARENTERALE,SOMATOSTATINA*3 fiale EV 1 mg + 3 fiale solv 2 ml,14 90,6 77,-,HIKMA ITALIA SpA,034005049,BKV,
Somatostatina,SOMATOSTATINA 3MG 2ML 3 UNITA' USO PARENTERALE,SOMATOSTATINA*3 fiale EV 3 mg + 3 fiale solv 2 ml,128 35,58 35,-,HIKMA ITALIA SpA,034005064,BLA,
Zolfo esafluoruro,ZOLFO ESAFLUORURO 8MCG 5ML 1 UNITA' USO PARENTERALE,SONOVUE*1 flaconcino 8 mcg + 1 siringa 5 ml + adattatore,101 27,61 36,-,BRACCO SpA DIV.FARMACEUTICA,035233028,BQI,
Ceftazidima,CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE EV,SPECTRUM*1 fiala EV 1 g + 1 fiala solv 10 ml,19 21,8 73,-,SIGMATAU IND.FARM.RIUNITE SpA,025222047,AHP,
Ceftazidima,CEFTAZIDIMA 2.000MG 1 UNITA' USO PARENTERALE EV,SPECTRUM*1 fiala EV 2 g,40 83,18 55,-,SIGMATAU IND.FARM.RIUNITE SpA,025222050,AHR,
Ceftazidima,CEFTAZIDIMA 2.000MG 1 UNITA' USO PARENTERALE EV,SPECTRUM*1 fiala EV 2 g + 1 sacca solv 100 ml,41 06,18 67,-,SIGMATAU IND.FARM.RIUNITE SpA,025222100,AHR,
Itraconazolo,ITRACONAZOLO 250MG 25ML 1 UNITA' USO PARENTERALE,SPORANOX*1 fiala EV 25 ml+ 1 sacca NACL 100ml 0 9%,186 19,112 81,-,JANSSEN CILAG SpA,027808031,BBY,
Dasatinib,DASATINIB 140MG 30 UNITA' USO ORALE,SPRYCEL*30 cpr riv 140 mg,6.626 92,4.015 32,-,BRISTOL-MYERS SQUIBB Srl,037400153,AKF,
Dasatinib,DASATINIB 80MG 30 UNITA' USO ORALE,SPRYCEL*30 cpr riv 80 mg,6.626 92,4.015 32,-,BRISTOL-MYERS SQUIBB Srl,037400138,AKM,
Dasatinib,DASATINIB 100MG 30 UNITA' USO ORALE,SPRYCEL*30x1 cpr riv 100 mg,6.626 92,4.015 32,-,BRISTOL-MYERS SQUIBB Srl,037400114,AKE,
Dasatinib,DASATINIB 20MG 60 UNITA' USO ORALE,SPRYCEL*60x1 cpr riv 20 mg,3.313 49,2.007 67,-,BRISTOL-MYERS SQUIBB Srl,037400076,AKH,
Dasatinib,DASATINIB 50MG 60 UNITA' USO ORALE,SPRYCEL*60x1 cpr riv 50 mg,6.626 92,4.015 32,-,BRISTOL-MYERS SQUIBB Srl,037400088,AKJ,
Tetrakis Cu tetrafluoroborato,TETRAKIS CU TETRAFLUOROBORATO 1MG 5 UNITA' USO PARENTERALE,STAMICIS*EV 5 fiale 1 mg,1.266 07,767 13,-,IBA MOLECULAR ITALY Srl,038805014,BMG,
Ustekinumab,USTEKINUMAB 45MG 0 5ML 1 UNITA' USO PARENTERALE,STELARA*1 flaconcino SC 45 mg 0 5 ml,4.691 91,2.842 88,-,JANSSEN CILAG SpA,038936011,BOS,
Ustekinumab,USTEKINUMAB 45MG 0 5ML 1 UNITA' USO PARENTERALE,STELARA*1 siringa SC 45 mg 0 5 ml,4.691 91,2.842 88,-,JANSSEN CILAG SpA,038936035,BOS,
Ustekinumab,USTEKINUMAB 90MG 1ML 1 UNITA' USO PARENTERALE,STELARA*1 siringa SC 90 mg 1 ml,4.691 91,2.842 88,-,JANSSEN CILAG SpA,038936047,BOT,
Terlipressina,TERLIPRESSINA 1MG 5ML 5 UNITA' USO PARENTERALE,STEMFLOVA*5 flaconcini 5 ml 0 2 mg/ml,160 18,97 05,-,IS PHARMACEUTICALS LIMITED,042969016,BME,
Acido zoledronico,ACIDO ZOLEDRONICO 4MG 5ML 1 UNITA' USO PARENTERALE,STEOZOL*1 siringa preriemp soluz infus 4 mg 5 ml,141 57,85 78,-,ITALFARMACO SpA,040982011,ACD,
Fluoro-18F-desossiglucosio,FLUORO-18F-DESOSSIGLUCOSIO 250MBQ/ML 10ML 1 UNITA' USO PARENTERALE,STERIPET*1 flaconcino multid 10 ml 250 MBq/ml,-, - ,-,GE HEALTHCARE Srl,037119017,ARN,
Emtricitabina/tenofovir disoproxil/elvitegravir/cobicistat,EMTRICITABINA+TENOFOVIR+ELVITEGRAVIR+COBICISTAT 200MG+245MG+150MG+150MG 30 UNITA' USO ORALE,STRIBILD*30 cpr riv 150 mg + 150 mg + 200 mg + 245 mg flacone,1.578 11,956 20,-,GILEAD SCIENCES Srl,042815011,GEX,
Emtricitabina/tenofovir disoproxil/elvitegravir/cobicistat,EMTRICITABINA+TENOFOVIR+ELVITEGRAVIR+COBICISTAT 200MG+245MG+150MG+150MG 90 UNITA' USO ORALE,STRIBILD*90 cpr riv 150 mg + 150 mg + 200 mg + 245 mg flacone,4.734 33,2.868 60,-,GILEAD SCIENCES Srl,042815023,GEZ,
Immunoglobulina Umana Normale,IMMUNOGLOBULINA UMANA NORMALE 1 6G 10ML 1 UNITA' USO PARENTERALE IM SC,SUBCUVIA*1 flaconcino SC IM 10 ml 160 mg/ml,-,80 64,-,BAXALTA ITALY Srl,036800047,AUX,
Immunoglobulina Umana Normale,IMMUNOGLOBULINA UMANA NORMALE 800MG 5ML 1 UNITA' USO PARENTERALE IM SC,SUBCUVIA*1 flaconcino SC IM 5ml 160 mg/ml,-,40 32,-,BAXALTA ITALY Srl,036800011,AVV,
Buprenorfina,BUPRENORFINA 2MG 7 UNITA' USO ORALE,SUBUTEX*7 cpr sublinguali 2 mg,7 50,3 40,-,RB PHARMACEUTICALS (ITALIA)Srl,033791029,AGL,
Buprenorfina,BUPRENORFINA 8MG 7 UNITA' USO ORALE,SUBUTEX*7 cpr sublinguali 8 mg,30 04,13 65,-,RB PHARMACEUTICALS (ITALIA)Srl,033791031,AGM,
Sufentanil,SUFENTANIL 250MCG 5ML 5 UNITA' USO PARENTERALE,SUFENTANIL*5 fiale EV 250 mcg 5 ml,40 21,24 37,-,HAMELN PHARMACEUTICALS GmbH,035629029,BLI,
Desflurano,DESFLURANO 240ML 6 UNITA' USO INALATORIO,SUPRANE*6 flaconi inal 240 ml,498 87,302 27,-,BAXTER SpA,029288026,AKT,
Desflurano,DESFLURANO 240ML 1 UNITA' USO INALATORIO,SUPRANE*inal 240 ml,110 84,50 38,-,BAXTER SpA,029288014,AKS,
Efavirenz,EFAVIRENZ 600MG 30 UNITA' USO ORALE,SUSTIVA*30 cpr riv 600 mg,244 39,148 08,-,BRISTOL-MYERS SQUIBB Srl,034380093,AML,
Efavirenz,EFAVIRENZ 100MG 30 UNITA' USO ORALE,SUSTIVA*30 cps 100 mg flacone,63 14,38 26,-,BRISTOL-MYERS SQUIBB Srl,034380028,AMH,
